fase_aluno,turma,ano_nasc,idade,genero,ano_inicio_pm,instituicao_aluno,CG,CF,CT,Nº Av,IAA,IEG,IPS,IDA,mat,por,ing,indicado_por_bolsa,ano_base,Escola,Ativo/ Inativo,risco_defasagem
FASE 8,8D,2004-08-05 00:00:00,1900-01-19 00:00:00,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,2004-03-05 00:00:00,1900-01-19 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,9/19/2004,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,2003-11-10 00:00:00,1900-01-20 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,2002-05-12 00:00:00,1900-01-20 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,2002-03-12 00:00:00,1900-01-20 00:00:00,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,2004-06-04 00:00:00,1900-01-19 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,6/29/2001,22,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8D,5/17/2004,19,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,11/29/2001,21,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,11/20/2004,18,Masculino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,4/29/2005,18,Feminino,2020,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2004-11-09 00:00:00,1900-01-19 00:00:00,Masculino,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2004-12-01 00:00:00,1900-01-19 00:00:00,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2005-12-01 00:00:00,1900-01-18 00:00:00,Feminino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2003-03-10 00:00:00,1900-01-20 00:00:00,Feminino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,7/26/2005,18,Feminino,2019,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,4/22/2005,18,Feminino,2019,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2005-05-03 00:00:00,1900-01-18 00:00:00,Masculino,2016,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,6/29/2005,18,Feminino,2019,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2005-03-11 00:00:00,1900-01-17 00:00:00,Masculino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,5/14/2005,18,Masculino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
FASE 8,8E,3/31/2005,18,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
FASE 8,8E,6/21/2005,18,Feminino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,8/14/2004,19,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2005-07-09 00:00:00,1900-01-18 00:00:00,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2002-12-02 00:00:00,1900-01-21 00:00:00,Masculino,2022,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
FASE 8,8E,9/13/2004,19,Masculino,2022,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,5/18/2005,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,5/17/2005,18,Feminino,2017,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,11/23/2004,18,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2004-04-11 00:00:00,1900-01-18 00:00:00,Feminino,2021,Privada *Parcerias com Bolsa 100%,,,,,,,,,,,,,2023,,,0
FASE 8,8E,11/29/2005,17,Feminino,2023,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
FASE 8,8E,2005-07-10 00:00:00,1900-01-18 00:00:00,Feminino,2021,Privada - Pagamento por *Empresa Parceira,,,,,,,,,,,,,2023,,,0
ALFA,ALFA A - G0/G1,2016-07-28 00:00:00,8,Masculino,2024,Pública,,,,3.0,10.002,8.6666666665,6.26,8.0,10.0,6.0,,,2024,EE Chácara Florida II,Cursando,0
ALFA,ALFA A - G0/G1,2016-10-16 00:00:00,8,Feminino,2024,Pública,,,,3.0,10.002,9.3333333335,3.76,8.0,10.0,6.0,,,2024,EE Chácara Florida II,Cursando,0
ALFA,ALFA A - G0/G1,2016-08-16 00:00:00,8,Masculino,2024,Pública,,,,3.0,10.002,9.0833333335,3.76,8.0,10.0,6.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA A - G0/G1,2015-11-08 00:00:00,8,Masculino,2023,Pública,,,,3.0,8.002,9.75,3.76,7.0,8.0,6.0,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA A - G0/G1,2015-03-22 00:00:00,9,Masculino,2024,Pública,,,,3.0,9.002,4.1666666665,3.76,7.5,8.0,7.0,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA B - G2/G3,2015-06-10 00:00:00,9,Feminino,2024,Pública,,,,3.0,10.002,10.0,6.26,8.25,9.0,7.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA B - G2/G3,2015-06-17 00:00:00,9,Feminino,2023,Pública,,,,3.0,9.502,10.0,7.51,10.0,10.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA B - G2/G3,2014-05-31 00:00:00,10,Masculino,2023,Pública,,,,3.0,9.002,8.6136363635,7.51,7.5,10.0,5.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA B - G2/G3,2015-05-17 00:00:00,9,Masculino,2024,Pública,,,,3.0,10.002,9.5454545455,6.26,8.5,10.0,7.0,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA B - G2/G3,2015-02-20 00:00:00,9,Feminino,2024,Pública,,,,3.0,7.918,9.5454545455,6.26,9.25,10.0,8.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA B - G2/G3,2015-05-27 00:00:00,9,Feminino,2023,Pública,,,,3.0,9.502,9.5454545455,6.26,9.5,10.0,9.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA B - G2/G3,2015-12-02 00:00:00,8,Feminino,2023,Pública,,,,3.0,10.002,8.818181818,6.26,8.75,10.0,7.5,,,2024,EM Pedro Antonio de Almeida,Cursando,1
ALFA,ALFA B - G2/G3,2014-11-26 00:00:00,9,Feminino,2024,Pública,,,,3.0,9.502,8.1136363635,6.26,9.25,10.0,8.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA B - G2/G3,2015-07-07 00:00:00,9,Masculino,2023,Pública,,,,3.0,8.502,9.2954545455,6.26,9.75,10.0,9.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA B - G2/G3,2015-06-29 00:00:00,9,Masculino,2023,Pública,,,,3.0,9.002,7.409090909,7.51,8.5,10.0,7.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA B - G2/G3,2014-03-20 00:00:00,10,Masculino,2024,Pública,,,,3.0,10.002,9.230769231,7.51,9.0,10.0,8.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA B - G2/G3,2014-10-03 00:00:00,10,Feminino,2023,Pública,,,,3.0,10.002,9.0454545455,6.26,8.75,10.0,7.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA C - G0/G1,2016-09-28 00:00:00,8,Feminino,2024,Pública,,,,3.0,9.002,9.347826087,2.51,10.0,10.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA C - G0/G1,2015-05-18 00:00:00,9,Feminino,2023,Pública,,,,3.0,9.502,9.523809524,2.51,9.75,10.0,9.5,,,2024,EE Joaquim Mendes Feliz,Cursando,1
ALFA,ALFA C - G0/G1,2017-03-19 00:00:00,7,Feminino,2024,Pública,,,,3.0,10.002,8.830227742999998,2.51,8.0,8.0,8.0,,,2024,Estuda em outra cidade,Cursando,0
ALFA,ALFA C - G0/G1,2016-12-06 00:00:00,7,Masculino,2024,Pública,,,,3.0,8.002,5.051759834,2.51,7.0,8.0,6.0,,,2024,EM Etelvina Delfim Simões,Cursando,0
ALFA,ALFA C - G0/G1,2016-03-07 00:00:00,8,Feminino,2024,Pública,,,,3.0,10.002,9.3064182195,2.51,7.75,8.0,7.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA C - G0/G1,2017-02-09 00:00:00,7,Feminino,2024,Pública,,,,3.0,9.002,7.9813664595,2.51,10.0,10.0,10.0,,,2024,EM Etelvina Delfim Simões,Cursando,0
ALFA,ALFA D - G2/G3,2014-04-15 00:00:00,10,Feminino,2024,Pública,,,,3.0,7.002,9.4444444445,7.51,7.75,9.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA D - G2/G3,2015-07-14 00:00:00,9,Masculino,2024,Pública,,,,3.0,10.002,10.0,7.51,8.75,10.0,7.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA D - G2/G3,2015-07-05 00:00:00,9,Masculino,2024,Pública,,,,3.0,9.502,9.5,7.51,8.25,10.0,6.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA D - G2/G3,2015-10-30 00:00:00,9,Masculino,2023,Pública,,,,3.0,8.502,10.0,7.51,8.5,10.0,7.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA D - G2/G3,2015-06-20 00:00:00,9,Feminino,2024,Pública,,,,3.0,7.502,4.7727272725,7.51,8.25,10.0,6.5,,,2024,EE Francisco de Paula Teixeira,Cursando,1
ALFA,ALFA D - G2/G3,2015-09-13 00:00:00,9,Feminino,2024,Pública,,,,3.0,8.002,9.4949494945,7.51,8.5,8.5,8.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA D - G2/G3,2016-04-11 00:00:00,8,Masculino,2023,Pública,,,,3.0,9.002,10.0,6.88,8.5,9.0,8.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA D - G2/G3,2014-02-10 00:00:00,10,Masculino,2024,Pública,,,,3.0,9.502,10.0,7.51,7.75,9.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2015-03-27 00:00:00,9,Masculino,2023,Pública,,,,3.0,8.002,6.8863636365000005,2.51,7.5,10.0,5.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2015-12-25 00:00:00,8,Masculino,2023,Pública,,,,3.0,9.002,5.6937799039999994,2.51,7.75,8.0,7.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2016-09-23 00:00:00,8,Feminino,2024,Pública,,,,3.0,10.002,9.5227272725,2.51,7.5,7.0,8.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA E - G2/G3,2015-10-02 00:00:00,9,Feminino,2024,Pública,,,,3.0,9.002,8.4444444445,2.51,6.5,7.5,5.5,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA E - G2/G3,2016-02-25 00:00:00,8,Masculino,2023,Pública,,,,3.0,8.502,3.159090909,2.51,5.5,10.0,1.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2016-05-13 00:00:00,8,Masculino,2024,Pública,,,,3.0,9.502,9.761904762,2.51,9.25,10.0,8.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2016-02-05 00:00:00,8,Feminino,2023,Pública,,,,3.0,8.502,7.8863636365000005,2.51,5.25,6.5,4.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA E - G2/G3,2015-11-29 00:00:00,8,Feminino,2023,Pública,,,,3.0,9.502,8.445652174,2.51,6.5,7.5,5.5,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA E - G2/G3,2016-01-05 00:00:00,8,Feminino,2023,Pública,,,,3.0,9.502,10.0,8.13,8.75,9.0,8.5,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA E - G2/G3,2016-04-25 00:00:00,8,Masculino,2024,Pública,,,,3.0,9.502,6.643356643500001,7.51,6.75,7.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA E - G2/G3,2014-04-19 00:00:00,10,Masculino,2024,Pública,,,,3.0,8.502,7.638888889,7.51,6.5,7.0,6.0,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA F - G0/G1,2016-02-12 00:00:00,8,Feminino,2023,Pública,,,,3.0,9.502,8.75,7.51,6.0,6.0,6.0,,,2024,EE Chácara Florida II,Cursando,1
ALFA,ALFA F - G0/G1,2016-06-03 00:00:00,8,Feminino,2024,Pública,,,,3.0,8.502,8.75,2.51,9.0,10.0,8.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA F - G0/G1,2015-12-01 00:00:00,8,Masculino,2024,Pública,,,,3.0,9.502,2.9166666665000003,2.51,7.0,10.0,4.0,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA F - G0/G1,2016-10-10 00:00:00,8,Masculino,2024,Pública,,,,3.0,10.002,5.416666667,2.51,4.0,4.0,4.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA F - G0/G1,2016-09-22 00:00:00,8,Feminino,2024,Pública,,,,3.0,10.002,10.0,2.51,10.0,10.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA G - G2/G3,2014-04-01 00:00:00,10,Feminino,2024,Pública,,,,3.0,9.002,7.9575163395,8.135,6.0,6.0,6.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2014-09-17 00:00:00,10,Feminino,2024,Pública,,,,3.0,8.502,8.710526316,2.51,4.75,2.0,7.5,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA G - G2/G3,2016-03-24 00:00:00,8,Feminino,2024,Pública,,,,3.0,9.002,10.0,8.135,9.75,10.0,9.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2014-02-03 00:00:00,10,Feminino,2022,Pública,,,,3.0,9.002,9.75,2.51,9.25,10.0,8.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2014-09-30 00:00:00,10,Masculino,2022,Pública,,,,3.0,7.502,7.6710526315,7.51,7.25,7.0,7.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2014-06-13 00:00:00,10,Feminino,2023,Pública,,,,3.0,9.002,9.4736842105,7.51,7.25,7.0,7.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2016-03-19 00:00:00,8,Feminino,2023,Pública,,,,3.0,7.918,8.697368421,2.51,2.75,1.0,4.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA G - G2/G3,2015-07-20 00:00:00,9,Feminino,2023,Pública,,,,3.0,9.502,7.6710526315,7.51,8.25,9.0,7.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA H - G0/G1,2016-08-30 00:00:00,8,Masculino,2024,Pública,,,,3.0,10.002,5.833333333500001,6.255,5.5,7.0,4.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA H - G0/G1,2015-04-30 00:00:00,9,Feminino,2024,Pública,,,,3.0,10.002,7.445652174,7.51,6.0,8.0,4.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA H - G0/G1,2016-12-27 00:00:00,7,Feminino,2024,Pública,,,,3.0,9.002,9.1666666665,7.51,7.5,8.0,7.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,0
ALFA,ALFA H - G0/G1,2017-02-14 00:00:00,7,Feminino,2024,Pública,,,,3.0,8.502,9.375,2.51,10.0,10.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA H - G0/G1,2016-09-06 00:00:00,8,Masculino,2024,Pública,,,,3.0,9.002,9.166666667,2.51,0.0,0.0,0.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,0
ALFA,ALFA H - G0/G1,2015-08-10 00:00:00,9,Masculino,2024,Pública,,,,3.0,10.002,8.333333333,7.51,6.5,8.0,5.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA H - G0/G1,2016-07-27 00:00:00,8,Masculino,2024,Pública,,,,3.0,9.502,8.125,7.51,6.25,4.0,8.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,0
ALFA,ALFA H - G0/G1,2017-04-02 00:00:00,7,Feminino,2024,Pública,,,,3.0,7.418,8.541666667,7.51,9.0,8.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,0
ALFA,ALFA H - G0/G1,2017-04-16 00:00:00,7,Masculino,2024,Pública,,,,3.0,6.834,8.3333333335,7.51,9.0,10.0,8.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,0
ALFA,ALFA I - G2/G3,2016-04-13 00:00:00,8,Feminino,2023,Pública,,,,2.0,8.502,8.6631016045,7.51,6.0,5.0,7.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA I - G2/G3,2015-02-26 00:00:00,9,Feminino,2024,Pública,,,,2.0,9.002,8.20855615,7.51,7.75,9.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA I - G2/G3,2015-05-11 00:00:00,9,Feminino,2024,Pública,,,,2.0,7.502,7.0721925135,7.51,10.0,10.0,10.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA I - G2/G3,2014-08-02 00:00:00,10,Masculino,2023,Pública,,,,2.0,7.002,2.7525252525,2.51,6.0,5.5,6.5,,,2024,EE Francisco de Paula Teixeira,Cursando,1
ALFA,ALFA I - G2/G3,2015-06-08 00:00:00,9,Feminino,2023,Pública,,,,2.0,8.502,8.14171123,7.51,4.75,3.0,6.5,,,2024,EE Joaquim Mendes Feliz,Cursando,1
ALFA,ALFA I - G2/G3,2014-03-18 00:00:00,10,Feminino,2023,Pública,,,,2.0,8.502,7.3320158105,2.51,2.75,3.5,2.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA I - G2/G3,2015-08-02 00:00:00,9,Masculino,2023,Pública,,,,2.0,7.002,4.598930481,7.51,7.0,7.5,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA I - G2/G3,2015-12-01 00:00:00,8,Masculino,2023,Pública,,,,2.0,8.002,7.005347594,7.51,4.75,3.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA I - G2/G3,2015-05-22 00:00:00,9,Masculino,2023,Pública,,,,2.0,7.002,6.483957219,7.51,7.0,6.5,7.5,,,2024,EE Joaquim Mendes Feliz,Cursando,1
ALFA,ALFA I - G2/G3,2014-04-16 00:00:00,10,Masculino,2023,Pública,,,,2.0,7.002,4.692513369,6.255,5.25,6.5,4.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA I - G2/G3,2016-04-18 00:00:00,8,Feminino,2024,Pública,,,,2.0,8.502,7.6871657755000005,7.51,5.0,4.0,6.0,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA J - G2/G3,2015-01-22 00:00:00,9,Masculino,2023,Pública,,,,2.0,8.002,8.6944444445,7.51,8.25,10.0,6.5,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA J - G2/G3,2014-12-29 00:00:00,9,Feminino,2023,Pública,,,,2.0,9.502,9.25,7.51,7.5,7.5,7.5,,,2024,EM Pedro Antonio de Almeida,Cursando,1
ALFA,ALFA J - G2/G3,2015-05-24 00:00:00,9,Feminino,2023,Pública,,,,2.0,8.502,8.4444444445,7.51,5.0,5.0,5.0,,,2024,EM Pedro Antonio de Almeida,Cursando,1
ALFA,ALFA J - G2/G3,2015-01-31 00:00:00,9,Masculino,2024,Pública,,,,2.0,8.502,5.7516339865,7.51,8.5,10.0,7.0,,,2024,EM Etelvina Delfim Simões,Cursando,1
ALFA,ALFA J - G2/G3,2015-02-09 00:00:00,9,Masculino,2022,Pública,,,,2.0,9.002,6.833333333500001,2.51,8.25,10.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA J - G2/G3,2013-11-27 00:00:00,10,Masculino,2023,Pública,,,,2.0,9.002,7.7794117645,7.51,3.0,2.0,4.0,,,2024,EM Pedro Antonio de Almeida,Cursando,1
ALFA,ALFA J - G2/G3,2015-10-23 00:00:00,9,Feminino,2023,Privada,,,,2.0,9.002,8.9444444445,7.51,8.75,10.0,7.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA J - G2/G3,2014-10-30 00:00:00,10,Masculino,2024,Pública,,,,2.0,9.002,9.1666666665,7.51,8.25,9.0,7.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA J - G2/G3,2013-10-22 00:00:00,11,Feminino,2023,Pública,,,,2.0,10.002,8.1666666665,7.51,8.25,10.0,6.5,,,2024,EE Dom Pedro Villas Boas de Souza,Cursando,1
ALFA,ALFA J - G2/G3,2014-09-03 00:00:00,10,Feminino,2022,Pública,,,,2.0,8.002,8.4166666665,2.51,6.0,6.0,6.0,,,2024,EM Maria Ignez Concelles Irma Ines,Cursando,1
ALFA,ALFA K - G0/G1,2016-12-03 00:00:00,7,Masculino,2024,Pública,,,,2.0,9.002,8.875,6.885,8.75,10.0,7.5,,,2024,EM Amanda Consuelo da Cunha,Cursando,0
ALFA,ALFA K - G0/G1,2016-07-30 00:00:00,8,Feminino,2024,Pública,,,,2.0,9.502,9.0,7.51,7.5,8.5,6.5,,,2024,EE Jardim Silvania,Cursando,0
ALFA,ALFA K - G0/G1,2015-04-14 00:00:00,9,Masculino,2024,Pública,,,,2.0,10.002,9.0833333335,7.51,7.0,10.0,4.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
ALFA,ALFA K - G0/G1,2015-04-18 00:00:00,9,Masculino,2024,Pública,,,,2.0,10.002,10.0,7.51,8.5,10.0,7.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
ALFA,ALFA K - G0/G1,2015-04-08 00:00:00,9,Masculino,2023,Pública,,,,2.0,7.918,8.5833333335,2.51,8.5,8.0,9.0,,,2024,EM Amanda Consuelo da Cunha,Cursando,1
ALFA,ALFA K - G0/G1,2016-05-04 00:00:00,8,Masculino,2024,Pública,,,,2.0,9.002,9.5227272725,7.51,10.0,10.0,10.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,0
ALFA,ALFA K - G0/G1,2016-06-29 00:00:00,8,Feminino,2024,Pública,,,,2.0,9.002,9.2916666665,7.51,4.5,0.0,9.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,0
ALFA,ALFA K - G0/G1,2017-03-03 00:00:00,7,Feminino,2024,Pública,,,,2.0,9.002,9.3333333335,7.51,7.5,10.0,5.0,,,2024,EM Amanda Consuelo da Cunha,Cursando,0
ALFA,ALFA K - G0/G1,2015-11-18 00:00:00,8,Feminino,2024,Pública,,,,2.0,8.502,8.2083333335,7.51,10.0,10.0,10.0,,,2024,EM Amanda Consuelo da Cunha,Cursando,1
ALFA,ALFA K - G0/G1,2016-05-25 00:00:00,8,Masculino,2024,Pública,,,,2.0,9.502,10.0,7.51,6.5,10.0,3.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,0
ALFA,ALFA K - G0/G1,2016-10-07 00:00:00,8,Feminino,2024,Pública,,,,2.0,10.002,9.3333333335,7.51,9.5,10.0,9.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,0
ALFA,ALFA K - G0/G1,2017-03-10 00:00:00,7,Feminino,2024,Pública,,,,2.0,9.002,7.291666666499999,7.51,7.25,8.0,6.5,,,2024,EE Jardim Campestre,Cursando,0
ALFA,ALFA L - G2/G3,2014-01-20 00:00:00,10,Feminino,2023,Pública,,,,2.0,9.002,7.25,7.51,9.0,10.0,8.0,,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,1
ALFA,ALFA L - G2/G3,2014-05-03 00:00:00,10,Masculino,2024,Pública,,,,2.0,8.502,9.411764706,7.51,8.25,10.0,6.5,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
ALFA,ALFA L - G2/G3,2013-09-05 00:00:00,11,Masculino,2022,Pública,,,,2.0,8.502,6.25,5.625,6.25,6.0,6.5,,,2024,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,1
ALFA,ALFA L - G2/G3,2015-05-30 00:00:00,9,Masculino,2024,Pública,,,,2.0,7.502,10.0,6.255,9.25,10.0,8.5,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
ALFA,ALFA L - G2/G3,2015-09-15 00:00:00,9,Feminino,2023,Pública,,,,2.0,9.502,9.75,7.51,8.5,10.0,7.0,,,2024,EM Amanda Consuelo da Cunha,Cursando,1
ALFA,ALFA L - G2/G3,2015-10-23 00:00:00,9,Masculino,2024,Pública,,,,2.0,10.002,10.0,5.625,9.0,10.0,8.0,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
ALFA,ALFA L - G2/G3,2015-03-02 00:00:00,9,Feminino,2023,Pública,,,,2.0,8.002,9.25,5.01,8.75,10.0,7.5,,,2024,EM Amanda Consuelo da Cunha,Cursando,1
ALFA,ALFA L - G2/G3,2013-09-09 00:00:00,11,Masculino,2022,Pública,,,,2.0,10.002,8.75,7.51,5.5,10.0,1.0,,,2024,EM Amanda Consuelo da Cunha,Cursando,1
ALFA,ALFA L - G2/G3,2014-01-24 00:00:00,10,Masculino,2024,Pública,,,,2.0,9.002,9.75,7.51,8.75,10.0,7.5,,,2024,EE Helio Luiz Dobrochinski Prof,Cursando,1
